0,5,10301581193,0,10832226980,,0,0,0,,,,,,
0,5,10276410047,1,10080556355,来自京东Android客户端,0,0,0,,,,,,
0,5,1559919682,1,2520264,,0,0,0,,,,,,
0,5,10299251682,2,10550439205,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10285340625,6,11261308585,来自京东Android客户端,0,0,0,,,,,,
0,5,10202609720,162,110，28号大小合适，裤腿合适.,1474519518,,0,0,0,,,,,
0,5,2058360269,44444,10484055883,来自微信购物,0,0,0,,,,,,
0,5,10029342898,123345,10113743278,来自微信购物,0,0,0,,,,,,
0,5,10257525654,666666,2097306,来自微信购物,0,0,0,,,,,,
0,5,10272306264,66666666,10583266277,来自微信购物,0,0,0,,,,,,
0,5,10295609430,1432829648,10832226980,来自京东Android客户端,0,0,0,,,,,,
0,5,10276989614,1718211319,10123094747,来自京东Android客户端,0,0,0,,,,,,
0,5,10266117962,11111121111,2097306,来自京东iPhone客户端,0,0,0,,,,,,
0,5,2008831450,12345678910,1240141653,来自京东Android客户端,0,0,0,,,,,,
0,5,2077249484,66666666666,1463094510,来自京东iPhone客户端,1,0,0,,,,,,
0,5,10065313131,1.11111E+13,10617979502,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10292545025,6.66667E+15,1037526816,,0,0,0,,,,,,
0,5,10258600258,6.66667E+23,10552834777,,0,0,0,,,,,,
0,5,10313227037,　　一个字&ldquo;好&rdquo;,裙子非常喜欢。,10177465424,,0,0,0,,,,,
0,5,10301231649,　物流速度很快，质量也不错。,1727550836,,0,0,0,,,,,,
0,5,10303371813,　真不错，老公说很好看。,10009710330,,0,0,0,,,,,,
0,5,10216265475,!!!!!!!!,2097306,,0,0,0,,,,,,
0,5,10098864469,！！！！！！！！！,2483585,来自京东Android客户端,0,0,0,,,,,,
0,5,10073429973,！！！！！！！！！！！',10558793663,来自微信购物,0,0,0,,,,,,
0,5,1053509778,！！！！！！！！！！！！,1783154331,来自京东Android客户端,0,0,0,,,,,,
0,5,10222555178,！！！！！！！！！！！！！！！！！！,1782800840,来自京东Android客户端,0,0,0,,,,,,
0,5,10070657950,&hellip;,2594751,来自京东Android客户端,0,0,0,,,,,,
0,5,10304641453,&hellip;&hellip;,2097286,来自京东Android客户端,0,0,0,,,,,,
0,5,10235474774,&hellip;&hellip;,10600564814,来自京东Android客户端,0,0,0,,,,,,
0,5,10039748177,&hellip;&hellip;,10521771626,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10249830910,&hellip;&hellip;&hellip;&hellip;,2097306,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10301237877,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,1419493647,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10288813655,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,10080556355,来自京东iPhone客户端,0,0,0,,,,,,
0,5,774222025,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,1241562793,来自京东Android客户端,0,0,0,,,,,,
0,5,10203682318,&nbsp;棒棒哒~ 很好,10063333640,,0,0,0,,,,,,
0,5,10310047169,&nbsp;不错的裙子，非常好。以后还来。可以放心购买,10177465424,,0,0,0,,,,,,
0,5,10312227916,&quot;。客服态度，也很好，物流速度，当地派件员都很好，希望下次继续与贵店合作。,10243255769,,0,0,0,,,,,,
0,5,10269455094,，,10393943476,来自京东Android客户端,0,0,0,,,,,,
0,5,10305164512,，,1559801588,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10057204928,，,10113743278,来自京东Android客户端,0,0,0,,,,,,
0,5,10308741038,，，，,10221219714,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10155194223,，，，，，，，，，，,10106019189,来自京东iPhone客户端,1,0,0,,,,,,
0,5,2098972222,，，，，，，，，，，，,1694588453,来自京东Android客户端,1,0,0,,,,,,
0,5,10036134945,，，，，，，，，，，，，,10661794500,来自京东iPhone客户端,0,0,0,,,,,,
0,5,10286861002,，穿起来很有气质，颜色也不错，喜欢,10127376819,来自京东iPhone客户端,0,0,0,,,,,,
