0,1,10143341355,差评，翻船了。触摸板右键是坏的，开机键要按两三次才有反应。系统是没激活的，点激活就卡，客服让更新系统，系统卡着更不懂，重启改文件都试了也不知道什么原因，客服就一个字，等，不然就去返厂修，换货的话有没有问题还要寄过去他们审核。也是醉了，一次非常不愉快的购物，神船上不得，希望大家谨慎购买！,4380850,来自京东Android客户端,10,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10269286106,不是说好的4核吗？怎么到手里变成1核的啊，怎么回事？,2428689,来自京东Android客户端,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10265812382,质量差到极点，我只能说比蜗牛还慢，真的是便宜无好货！,2428689,来自京东iPhone客户端,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10254157278,你们这电脑这不是坑人吗？才买几天就完全成了黑屏，至少能做个表格啥的吧，现在完全不能用，当废铁卖人家都不要，你们说怎么解决？？？,2428689,来自手机QQ购物,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10249585380,想买来给老人家使用的。新机，想不到速度那么慢，非常差的体验！,2428689,来自京东Android客户端,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10245124797,差评，看键盘，不平整。我才用了几次就开机蓝屏了！京东买东西根本没有售后！问客服任何问题都是机械性的回答&hellip;便宜没好货说的太对了。。,2428689,来自京东Android客户端,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10239998338,关注这么久不降价，刚收到货就降价，有病！！,2428689,来自京东Android客户端,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10238206055,一点都不好，反应迟钝，卡机,2428689,来自京东Android客户端,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10234776035,开机1分44秒，天正打开卡好久，现在的电脑这是怎么啦！！这么费劲呢?难道只能看个电影，玩了斗地主?,2428689,来自京东Android客户端,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10224782085,质量存在严重问题，才用2个多月，前天晚上正常关机，第2天屏幕就坏了，到售后去，说要*元换屏幕。我还不如去买新的，我也是醉了，电脑算是报废了。,2428689,来自微信购物,4,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10221817374,反应比较慢  一分钱一分货,2428689,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10221316701,刚买的 就非常卡  连电子表格都要半天才能打开  打印东西时也卡,2428689,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10210269253,电脑卡的跟屎一样，真是垃圾，祸害人！,2428689,来自京东iPad客户端,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10199735390,简直就是垃圾，平时卡的要死，用了3个月直接不开机了，还不能换货,2428689,来自京东Android客户端,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,10198767299,买之前就告诉客服开发票，结果东西来了之后就出差了，回来一看没有发票，盒子里都找了，找客服问怎么处理，找了好几个都一直敷衍，一直说开了开了，态度很冷淡，而且还有的不回复，一张发票没有就是没有，我干嘛这么多天了还找客服？这是应该有的服务吗 ？,2428689,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
