1,1,1927708746,穿了几天才来评价的 衣服质量跟我买的*** 一件一样 用了几天开始掉线,10230256732,,0,0,1,,,,,
1,1,965837439,尺码可以，穿上挺舒服的。,1184998880,来自京东Android客户端,0,0,0,,,,,
1,1,1540161876,好好好好好,1708318938,来自微信购物,0,0,0,,,,,
1,1,835132825,不错，穿着很舒服了,1075437124,来自京东Android客户端,0,0,0,,,,,
1,4,1494732894,一般般，样子还可以，但是质感跟实体店买的没法比,10092137064,来自京东iPhone客户端,0,0,0,,,,,
1,4,10301798223,小。小。小。要买大一码,1472621165,来自微信购物,0,0,0,,,,,
1,4,10249229607,小了,1472621165,来自京东Android客户端,0,0,0,,,,,
1,4,1767598888,一般般,1485323065,来自京东Android客户端,0,0,0,,,,,
1,4,1758400777,一般般吧，没有图片j好看,1485323065,来自京东iPhone客户端,0,0,0,,,,,
1,4,10299813215,不属于修身的,1338183,来自京东Android客户端,0,0,0,,,,,
1,4,10277737803,衣服偏大,1338183,,0,0,0,,,,,
1,4,1460951918,发货是STK94H021-1，表面有暗纹，不是很喜欢！,1022867834,来自京东Android客户端,0,0,0,,,,,
1,4,10263418139,有点肥，还有点大我180身高买了个XL还是大,11628362381,来自京东Android客户端,0,0,0,,,,,
1,4,457356054,尺寸买小了，穿不上，但是不想退，送人了,1048384443,,0,0,0,,,,,
1,4,10166441667,买大了。。,11114576371,来自微信购物,1,0,0,,,,,
1,5,10283437271,太差了掉色有线头太差差差,11729271250,来自京东iPhone客户端,0,0,0,,,,,
1,5,10281845286,快递太慢,11729271250,来自京东Android客户端,0,0,0,,,,,
1,5,1307594411,一般般,1649458676,来自京东Android客户端,0,0,0,,,,,
1,5,1297074846,其他人看到千万别买别上当，,1649458676,来自京东iPhone客户端,0,0,0,,,,,
1,5,10271918698,京东已经跟其他差不多了，物流慢死了,4306880,来自京东Android客户端,0,0,1,,,,,
1,5,10180944669,一般般,10188235144,来自京东iPhone客户端,1,0,0,,,,,
1,5,10022685022,有点缩水,10188235144,来自京东iPhone客户端,1,0,0,,,,,
1,5,1869801956,有点缩水变形。,10188235144,来自京东iPhone客户端,0,0,0,,,,,
1,5,1811299054,衣服比较差，洗完容易变长，不值这个价,10188235144,来自京东Android客户端,0,0,0,,,,,
1,5,1615156043,买大了,1656823530,来自京东iPhone客户端,0,0,0,,,,,
1,5,1498063916,流汗，掉毛，身上沾满了毛绒绒的，不满意,1796555904,来自京东iPhone客户端,0,0,0,,,,,
1,5,1493584231,胶水味很重，应该不是正品,1796555904,来自京东iPhone客户端,0,0,0,,,,,
1,5,10268392706,摸起来不错，不过买的稍微大了点，我175/72快穿不了这个码了，凑合穿了。,1641067427,来自京东Android客户端,0,0,0,,,,,
1,5,10240494719,衣服很好很舒服，物流也很快，态度很好。我&hellip;&hellip;我有175的身高啊，穿着为啥还大了。,1641067427,来自京东Android客户端,0,0,0,,,,,
1,5,10231482693,衣服好像旧的一样上面不干净，不知道质量怎么样,1641067427,来自京东Android客户端,0,0,0,,,,,
1,5,10155389282,可以，就是衣服大了点，长了点，如果有小码更好！,10645250663,来自京东Android客户端,0,0,0,,,,,
1,5,1920308042,物流真快当天就到、可选衣服大了、,10151397633,来自京东iPhone客户端,0,0,0,,,,,
1,5,10284935373,还好吧，稍稍偏大了一点,4240090,来自京东Android客户端,0,0,0,,,,,
1,5,1589535096,衣服大了，质量可以,1485323065,来自京东Android客户端,0,0,0,,,,,
1,5,2105091750,1.衡量、评定其价值。宋王栐《燕翼诒谋录》卷五：&ldquo;今州郡寄居，有丁忧事故数年不申到者，亦有申部数年，而部中不曾改正榜示者，吏人公然评价，长贰、郎官为小官时皆尝有之。&rdquo; 金元好问《为橄子醵金》诗之一：&ldquo;明珠评价敌连城，弃掷泥涂意未平。&rdquo; 清黄六鸿《福惠全书·杂课·牛驴杂税》：&ldquo;牛驴牲畜，烟包布花酒曲等税，交易之所收也，例有牙行经纪，评价发货。&rdquo;聂绀弩《序》：&ldquo;至于它的内容，如果真有读者，将自会领会，自会评价，用不着我自己说什么。&rdquo;,10532137964,,1,0,0,,,,,
1,5,10193328081,太简单，毫无装饰，最多80，卖贵了,11101315403,来自京东Android客户端,1,0,0,,,,,
1,5,1939503517,太后悔了 不值这个价 太黑了 会起毛掉色 唉 再也不会去京东买衣服了,1450651569,来自京东Android客户端,0,0,0,,,,,
1,5,1847415504,质量一般！！！,1450651569,来自京东Android客户端,0,0,0,,,,,
1,5,1447087083,粘毛毛，，，，,1450651569,来自京东Android客户端,0,0,0,,,,,
1,5,1436358785,买大了一号。货品质量不错。,2328626,来自京东iPhone客户端,0,0,0,,,,,
