0,0.00036561762372066316
1,0.00023991836982616529
2,0.0002645369469584031
3,0.00029024958435271673
4,0.0002891426573550969
5,0.00028106832748113546
6,0.0002725064111913643
7,0.00025613357921605925
8,0.0002576125267542551
9,0.00023844343843725573
10,0.00024324414032157727
11,0.00025427801238877136
12,0.00025806000984723794
13,0.0002380166026497318
14,0.00024793972566700974
15,0.0002461742106336302
16,0.000256414057369599
17,0.00024297306333689745
18,0.0002373929994733529
19,0.00023143095610519707
20,0.00023162714908284745
21,0.00023230796180349737
22,0.00023205906555716832
23,0.0002298920749002416
24,0.00023867405999728503
25,0.00023973906478714596
26,0.00024313868461856803
27,0.00024044793429287069
28,0.00024124418952063817
29,0.0002440305357897232
30,0.00024275331979079255
31,0.00023992554780195938
32,0.00023745970052002784
33,0.0002428906184395996
34,0.00024162255670198257
35,0.00023698374772101042
36,0.0002346627879866827
37,0.00022979163634878627
38,0.0002244093232456339
39,0.00022879001573281944
40,0.00022694716507210274
41,0.00022623019473964217
42,0.0002244367250427274
43,0.00022384473910609824
44,0.00021978262828835696
45,0.0002184489483374717
46,0.0002168948774648467
47,0.00021802166088750793
48,0.00021767120207160208
