0,0.000331788033136769
1,0.000262731639785522
2,0.0002668196773133347
3,0.0002886902182328608
4,0.00027048574393051896
5,0.00028698660916094763
6,0.0002764128669929713
7,0.0002748993383926634
8,0.00026861722422143246
9,0.0002817812174547802
10,0.00028410620351872353
11,0.00027616070568709113
12,0.0002680473585338149
13,0.0002509409392164983
14,0.00024698229305329813
15,0.0002461497899992351
16,0.0002523418567040063
17,0.00025101224810401097
18,0.00025343603471928913
19,0.00024380894855022988
20,0.00024965679364713397
21,0.0002448697536519293
22,0.00024417671163614793
23,0.0002426895777241507
24,0.00023950539187459844
25,0.00023960492709590792
26,0.00023424385622251352
27,0.00022598875168570914
28,0.00021910190273579457
29,0.00022146070085649118
30,0.00021906108249130604
31,0.00021921065251095866
32,0.00022388878928192196
33,0.00022485006146936412
34,0.0002191545356885133
35,0.00022014181827657595
36,0.00022100344934139525
37,0.0002213494222809063
38,0.0002263943665881812
39,0.00022580072441920118
40,0.000231077668046902
41,0.0002298604021137178
42,0.0002280605180029456
43,0.00022477587079809504
44,0.0002267380002870673
45,0.00022075296964630073
46,0.0002174406417814046
47,0.00021802166088750793
48,0.00021767120207160208
