0,1,10295663737,味道一般般，营养不知道怎么样，太小盒了，感觉有点被骗！,4016798,来自京东Android客户端,0,0,0
0,1,10295107831,太一般的东西,4016798,来自微信购物,0,0,0
0,1,10293883000,不好喝，就是麦片而已，一点味道都没有，还很贵。,4016798,来自京东iPhone客户端,0,0,0
0,1,10293357611,贵，而且难吃，不知道是米糊还是米稀,4016798,来自京东iPhone客户端,0,0,0
0,1,10291889047,真心不好吃啊，像呕吐物，，要不是向往的生活估计一袋都卖不出去,4016798,来自京东Android客户端,0,0,0
0,1,10288275643,没味  吃不惯,4016798,来自微信购物,0,0,0
0,1,10287590707,真的是超级难吃 为什么广告有炼乳 或蜂蜜 这个什么都没有 你知道原味真的很难吃么,4016798,来自京东iPhone客户端,0,0,3
0,1,10286824020,不好吃。。。。,4016798,来自京东Android客户端,0,0,0
0,1,10286535751,一个般般:,4016798,来自京东Android客户端,0,0,0
0,1,10284835386,假货！,4016798,来自京东Android客户端,0,0,0
0,1,10284550193,不能准时送达！！！！！！！,4016798,来自京东iPhone客户端,0,0,0
0,1,10283675852,有点涩，难喝，不习惯,4016798,来自京东Android客户端,0,0,0
0,1,10282507271,假的，啥味道没有，是有颜色的开水水吗？,4016798,来自京东Android客户端,0,0,0
0,1,10282213980,一星不想给，真的真的别买坑死你，什么烂客服,4016798,来自京东Android客户端,0,0,0
0,1,10282204113,难喝,4016798,来自京东iPhone客户端,0,0,0
0,1,10280898241,单一喝很难喝,4016798,来自京东iPhone客户端,0,0,0
0,1,10276327957,根本就不是江中的，难喝的要死，跟水泥一样，差评,4016798,来自微信购物,0,0,0
0,1,10274279056,什么包装啊，箱子没有，把我饼干全震烂了。差评！气死！,4016798,来自京东Android客户端,0,0,0
0,1,10274171523,一星是给快递的，为什么没有炼乳？为什么节目里面有炼乳？,4016798,来自京东Android客户端,0,0,0
0,1,10274159202,说了要纸质发票 也不给 另一个便宜的商品倒是给了,4016798,来自京东iPhone客户端,0,0,0
0,5,10317329139,给老妈买的，希望妈妈的胃快快好起来,4016798,来自京东Android客户端,0,0,0
0,5,10317292727,第二次买了，很喜欢，味道淡淡的,4016798,来自京东Android客户端,0,0,0
0,5,10317277751,挺不错，只是要配点东西，不然饿的快。,4016798,来自京东iPhone客户端,0,0,0
0,5,10317273047,第二次买了妈妈喝着不错,4016798,来自京东iPad客户端,0,0,0
0,5,10317269902,很不错  回甘好 最后感觉 嘴里凉凉的很有意思的食物，给媳妇买的，自己顺便来了一袋，很不错，值得购买。,4016798,来自京东Android客户端,0,0,0
0,5,10317269487,非常好，非常好！,4016798,来自京东Android客户端,0,0,0
0,5,10317246253,挺好吃的，而且好浓稠，够饱,4016798,来自京东iPhone客户端,0,0,0
1,5,10317238179,味道不好闻   不是很喜欢,4016798,来自京东Android客户端,0,0,0
0,5,10317223621,味道不错很好吃，搭配蜂蜜简直绝配,4016798,来自京东Android客户端,0,0,0
1,5,10317212668,还没吃习惯,4016798,来自京东iPhone客户端,0,0,0
0,5,10317208631,还没吃是看了向往的生活才买的,4016798,来自京东Android客户端,0,0,0
0,5,10317192791,一直喝米稀，很不错哦,4016798,来自京东Android客户端,0,0,0
0,5,10317185497,........--.--.-..-.-.,4016798,来自京东iPhone客户端,0,0,0
0,5,10317184980,京东一如既往的好,4016798,来自京东Android客户端,0,0,0
0,5,10317183288,不错，就是有点小贵,4016798,来自微信购物,0,0,0
1,5,10317180743,一般吧，不是特别好喝，就喝个热闹，也不知道是不是养胃,4016798,来自京东iPhone客户端,0,0,0
0,5,10317176028,那一本句话来呀经济学家仔仔细细抓狂抓狂抓狂呀呀呀,4016798,来自京东iPhone客户端,0,0,0
0,5,10317172135,已经喝了两天了！非常好！,4016798,来自京东Android客户端,0,0,0
0,5,10317155318,好～～～～～～～～～～～,4016798,来自京东Android客户端,0,0,0
0,5,10317137296,正品,4016798,来自京东iPhone客户端,0,0,0
0,5,10317457638,味道不错,4016798,来自京东iPhone客户端,0,0,0
0,5,10317457147,应是正品的    吃起来不错    包装完整的,4016798,来自京东Android客户端,0,0,0
0,5,10317434341,很好，很喜欢。,4016798,来自京东Android客户端,0,0,0
0,5,10317424553,给老人买的，说还可以。,4016798,来自京东iPhone客户端,0,0,0
0,5,10317413747,特别好 特别好 特别好 特别好 特别好特别好特别好特别好,4016798,来自京东Android客户端,0,0,0
0,5,10317407379,孝敬爸妈的，希望他们健康。,4016798,来自京东Android客户端,0,0,0
